SpeciesName	NCBI_TaxID	accession	author	journal	gene	country
Rhinolophus cf. lepidus	1001579	AEA35734	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	Viet Nam:Lam Dong, Lac Duong district, Da Nim river valley, 5 km NE from Long Lanh
Rhinolophus cf. lepidus	1001579	AEA35735	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	Viet Nam:Lam Dong, Lac Duong district, Da Nim river valley, 5 km NE from Long Lanh
Rhinolophus cf. lepidus	1001579	AEA35736	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	Viet Nam:Lam Dong, Lac Duong district, Da Nim river valley, 5 km NE from Long Lanh
Rhinolophus sp. JMW-2004a	271464	AAS91402	Worthington Wilmer J.M., Schneider C.J., Sorenson M.D.	Unpublished.	ND2	NaN
Rhinolophus sp. JMW-2004b	271465	AAS91403	Worthington Wilmer J.M., Schneider C.J., Sorenson M.D.	Unpublished.	ND2	NaN
Rhinolophus sp. 2 KS-2008	519449	ACC78309	Sun K., Feng J., Zhang Z., Xu L., Liu Y.	Mammalia 73:135-141(2009).	cytb	China:Yunnan
Rhinolophus chiewkweeae	2510767	QAY30069	Morni M.A., Ahmad Tahir N.F.D., Rosli Q.S., William Dee J., Azhar I., Roslan A., Zahidin M.A., Abdullah M.T., Anwarali Khan F.A.	Raffles Bull. Zool. 64:242-249(2016).	COI	Malaysia
Rhinolophus chiewkweeae	2510767	QAY30070	Morni M.A., Ahmad Tahir N.F.D., Rosli Q.S., William Dee J., Azhar I., Roslan A., Zahidin M.A., Abdullah M.T., Anwarali Khan F.A.	Raffles Bull. Zool. 64:242-249(2016).	COI	Malaysia
Rhinolophus chiewkweeae	2510767	QAY30071	Morni M.A., Ahmad Tahir N.F.D., Rosli Q.S., William Dee J., Azhar I., Roslan A., Zahidin M.A., Abdullah M.T., Anwarali Khan F.A.	Raffles Bull. Zool. 64:242-249(2016).	COI	Malaysia
Rhinolophus sp. 1 KS-2008	519447	ACC78304	Sun K., Feng J., Zhang Z., Xu L., Liu Y.	Mammalia 73:135-141(2009).	cytb	China:Yunnan
Rhinolophus osgoodi	479722	ABW87879	Li G., Wang J., Rossiter S.J., Jones G., Zhang S.	PLoS One 2(9):E900-E900(2007).	NaN	NaN
Rhinolophus osgoodi	479722	QDK54456	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54458	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54460	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54461	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54462	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54463	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54466	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54468	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54469	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54470	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54471	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54472	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54473	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54479	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54480	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54481	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54482	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54483	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54484	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54485	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54486	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54487	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	Viet Nam
Rhinolophus osgoodi	479722	QDK54496	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54497	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54498	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54499	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54500	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54501	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54502	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54503	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54504	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54505	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54506	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54507	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54513	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54514	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54515	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54516	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54517	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54518	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54519	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54520	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54521	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54522	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54523	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54524	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54525	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54526	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	NaN	China
Rhinolophus osgoodi	479722	QDK54570	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54572	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54576	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54577	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54578	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54579	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54584	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54587	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54588	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54589	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54591	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54592	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54593	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54616	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54623	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54624	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54625	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54626	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54627	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54628	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54629	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54630	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	Viet Nam
Rhinolophus osgoodi	479722	QDK54637	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54638	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54639	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54640	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54641	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54642	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54643	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54644	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54645	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54646	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54647	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54648	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54659	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54660	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54661	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54662	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54663	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54664	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54665	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54666	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54667	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54668	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54669	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54670	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54671	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus osgoodi	479722	QDK54672	Liu T., Sun K., Csorba G., Zhang K., Zhang L., Zhao H., Jin L., Thong V.D., Xiao Y., Feng J.	Mol. Phylogenet. Evol. 139:106544-106544(2019).	Acox2	China
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. subrufus MGP0605	2528454		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. philippinensis AMF0074	2528453		NaN	NaN	NaN	NaN
Rhinolophus cf. inops MRMD1818	2528452		NaN	NaN	NaN	NaN
Rhinolophus cf. inops MRMD1818	2528452		NaN	NaN	NaN	NaN
Rhinolophus cf. inops MRMD1818	2528452		NaN	NaN	NaN	NaN
Rhinolophus cf. inops MRMD1818	2528452		NaN	NaN	NaN	NaN
